"時点","地域コード","地域","総人口（総数）【人】","注記"
"2017年","45000","宮崎県","1091000",""
"2018年","45000","宮崎県","1084000",""
"2019年","45000","宮崎県","1077000",""
"2020年","45000","宮崎県","1069576",""
"2021年","45000","宮崎県","1061000",""
"2022年","45000","宮崎県","1052000",""
"2023年","45000","宮崎県","1042000",""
"2024年","45000","宮崎県","1033000",""
"2025年","45000","宮崎県","1018904","速報"
"1975年","46000","鹿児島県","1723902",""
"1976年","46000","鹿児島県","1735000",""
"1977年","46000","鹿児島県","1747000",""
"1978年","46000","鹿児島県","1760000",""
"1979年","46000","鹿児島県","1773000",""
"1980年","46000","鹿児島県","1784623",""
"1981年","46000","鹿児島県","1794000",""
"1982年","46000","鹿児島県","1801000",""
"1983年","46000","鹿児島県","1807000",""
"1984年","46000","鹿児島県","1814000",""
"1985年","46000","鹿児島県","1819270",""
"1986年","46000","鹿児島県","1816000",""
"1987年","46000","鹿児島県","1816000",""
"1988年","46000","鹿児島県","1812000",""
"1989年","46000","鹿児島県","1805000",""
"1990年","46000","鹿児島県","1797824",""
"1991年","46000","鹿児島県","1793000",""
"1992年","46000","鹿児島県","1789000",""
"1993年","46000","鹿児島県","1788000",""
"1994年","46000","鹿児島県","1791000",""
"1995年","46000","鹿児島県","1794224",""
"1996年","46000","鹿児島県","1793000",""
"1997年","46000","鹿児島県","1792000",""
"1998年","46000","鹿児島県","1790000",""
"1999年","46000","鹿児島県","1788000",""
"2000年","46000","鹿児島県","1786194",""
"2001年","46000","鹿児島県","1782000",""
"2002年","46000","鹿児島県","1776000",""
"2003年","46000","鹿児島県","1770000",""
"2004年","46000","鹿児島県","1763000",""
"2005年","46000","鹿児島県","1753179",""
"2006年","46000","鹿児島県","1744000",""
"2007年","46000","鹿児島県","1733000",""
"2008年","46000","鹿児島県","1721000",""
"2009年","46000","鹿児島県","1712000",""
"2010年","46000","鹿児島県","1706242",""
"2011年","46000","鹿児島県","1697000",""
"2012年","46000","鹿児島県","1687000",""
"2013年","46000","鹿児島県","1675000",""
"2014年","46000","鹿児島県","1662000",""
"2015年","46000","鹿児島県","1648177",""
"2016年","46000","鹿児島県","1637000",""
"2017年","46000","鹿児島県","1626000",""
"2018年","46000","鹿児島県","1614000",""
"2019年","46000","鹿児島県","1602000",""
"2020年","46000","鹿児島県","1588256",""
"2021年","46000","鹿児島県","1576000",""
"2022年","46000","鹿児島県","1563000",""
"2023年","46000","鹿児島県","1549000",""
"2024年","46000","鹿児島県","1532000",""
"2025年","46000","鹿児島県","1512969","速報"
"1975年","47000","沖縄県","1042572",""
"1976年","47000","沖縄県","1058000",""
"1977年","47000","沖縄県","1071000",""
"1978年","47000","沖縄県","1081000",""
"1979年","47000","沖縄県","1094000",""
"1980年","47000","沖縄県","1106559",""
"1981年","47000","沖縄県","1119000",""
"1982年","47000","沖縄県","1132000",""
"1983年","47000","沖縄県","1146000",""
"1984年","47000","沖縄県","1161000",""
"1985年","47000","沖縄県","1179097",""
"1986年","47000","沖縄県","1188000",""
"1987年","47000","沖縄県","1199000",""
"1988年","47000","沖縄県","1208000",""
"1989年","47000","沖縄県","1215000",""
"1990年","47000","沖縄県","1222398",""
"1991年","47000","沖縄県","1230000",""
"1992年","47000","沖縄県","1239000",""
"1993年","47000","沖縄県","1250000",""
"1994年","47000","沖縄県","1262000",""
"1995年","47000","沖縄県","1273440",""
"1996年","47000","沖縄県","1282000",""
"1997年","47000","沖縄県","1289000",""
"1998年","47000","沖縄県","1298000",""
"1999年","47000","沖縄県","1308000",""
"2000年","47000","沖縄県","1318220",""
"2001年","47000","沖縄県","1327000",""
"2002年","47000","沖縄県","1336000",""
"2003年","47000","沖縄県","1345000",""
"2004年","47000","沖縄県","1353000",""
"2005年","47000","沖縄県","1361594",""
"2006年","47000","沖縄県","1369000",""
"2007年","47000","沖縄県","1374000",""
"2008年","47000","沖縄県","1378000",""
"2009年","47000","沖縄県","1385000",""
"2010年","47000","沖縄県","1392818",""
"2011年","47000","沖縄県","1402000",""
"2012年","47000","沖縄県","1411000",""
"2013年","47000","沖縄県","1419000",""
"2014年","47000","沖縄県","1426000",""
"2015年","47000","沖縄県","1433566",""
"2016年","47000","沖縄県","1442000",""
"2017年","47000","沖縄県","1448000",""
"2018年","47000","沖縄県","1454000",""
"2019年","47000","沖縄県","1462000",""
"2020年","47000","沖縄県","1467480",""
"2021年","47000","沖縄県","1468000",""
"2022年","47000","沖縄県","1468000",""
"2023年","47000","沖縄県","1468000",""
"2024年","47000","沖縄県","1466000",""
"2025年","47000","沖縄県","1468220","速報"
